ItemID,Depressive,SentimentSource,SentimentText,Analytic,Clout,Authentic,Tone,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,posemo,negemo,anx,anger,sad,social,family,friend,focuspast,focuspresent,focusfuture,work,leisure,home,money,relig,death
1265,1,Sentiment140, awesome day! soooooooooooooo happy &lt;3,75.9,50,4.97,99,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,1,Sentiment140," awesome! Man, I miss you. I woke up thinking about you....it looks like you've been in my dreams!",32.58,96.52,85.21,25.77,31.82,27.27,13.64,0,13.64,0,0,4.55,0,18.18,9.09,4.55,0,0,27.27,4.55,4.55,0,4.55,4.55,0,0,4.55,18.18,0,0,13.64,9.09,0,0,4.55,0,0,0,0
1267,1,Sentiment140, Awesome. &lt;3 TEDDY! &lt;3,93.26,50,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,1,Sentiment140, aww dont make me blush!,11.86,1,7.84,25.77,12.5,12.5,12.5,0,0,0,0,0,0,0,12.5,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
1269,0,Sentiment140, aww i already did,5.89,7.67,89.63,25.77,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0
1270,0,Sentiment140, aww I just saw a decapitated baby dear on the side of the road that made me sad.,96.66,50,68.01,25.77,14.29,9.52,9.52,0,0,0,0,4.76,14.29,9.52,0,4.76,0,0,9.52,4.76,0,0,4.76,4.76,0,0,4.76,9.52,4.76,4.76,9.52,0,0,0,0,0,0,0,0
1271,0,Sentiment140, awww i hope u can get it.,8.69,50,1,99,30,20,10,0,10,0,0,10,0,0,10,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0
1272,0,Sentiment140, awww man. This suckd,68.29,92.33,1,25.77,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0
1273,1,Sentiment140, Baby strampelt fast im Takt (New Soul - Yael Naim),62.04,50,74.76,25.77,8.33,8.33,8.33,0,0,0,0,0,0,0,8.33,0,0,0,8.33,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,8.33,0
1274,0,Sentiment140, back from native...,93.26,50,23.51,25.77,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,1,Sentiment140," back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV ",29.3,50,13.15,95.81,4.76,4.76,4.76,0,0,0,0,0,0,0,4.76,9.52,9.52,0,4.76,4.76,0,0,4.76,0,0,0,0,4.76,0,0,4.76,4.76,0,4.76,4.76,0,0,0,0
1276,0,Sentiment140, back pain again!! calls for another therapy (annoyed) http://plurk.com/p/13c7l9,77.17,70.08,4.05,1,5.26,0,0,0,0,0,0,5.26,0,5.26,0,10.53,0,0,0,0,0,0,0,10.53,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0
1277,0,Sentiment140, back to sch tmr,93.26,50,13.15,25.77,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,0,Sentiment140, Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomized180 See yah tomorrow then I guess ,71.39,19.23,94.19,93.61,8.7,8.7,8.7,0,0,0,0,0,4.35,8.7,4.35,8.7,4.35,0,17.39,0,0,0,4.35,0,0,0,0,0,0,0,4.35,13.04,8.7,4.35,4.35,0,0,0,0
1279,0,Sentiment140, bad day,93.26,50,43.37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,0,Sentiment140, bad day already,62.04,50,98.01,1,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0
1281,0,Sentiment140, bad headache,93.26,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,0,Sentiment140, bad mood. work soon. 9 hour shift wtf. sometimes i wish i had an another job.,49.71,5.73,50.35,1,15.79,10.53,10.53,0,0,0,0,5.26,5.26,0,5.26,5.26,0,0,10.53,0,0,0,0,5.26,0,0,0,0,0,0,5.26,5.26,10.53,10.53,0,0,0,0,0
1283,0,Sentiment140, bad night bad times i hate the police and alcohol. and btw katie cw scores are added on they mean very little.,63.83,50,69.14,1,8,8,4,0,0,0,4,0,4,4,4,4,8,0,12,4,0,0,0,12,0,4,0,4,0,0,4,12,0,4,4,0,0,0,0
1284,0,Sentiment140," bah, I'm getting a bit sick of people whining on the internet.",99,50,10.08,1,6.67,6.67,6.67,0,0,0,0,0,13.33,13.33,6.67,0,0,0,20,6.67,0,0,0,13.33,0,0,6.67,6.67,0,0,0,6.67,0,0,0,0,0,0,0
1285,0,Sentiment140, bandom has spoiled me rotten and now I'm feeling very emo. WHY SO FEW GOOD FRUITS BASKET FICS WHY.,1.92,18.16,31.94,25.77,9.09,9.09,9.09,0,0,0,0,0,0,0,9.09,22.73,9.09,0,13.64,9.09,0,9.09,4.55,4.55,0,0,0,0,0,0,0,13.64,0,0,0,0,0,0,0
1286,0,Sentiment140," battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t",85.92,88.03,6.2,1,5.88,5.88,0,5.88,0,0,0,0,0,5.88,5.88,0,0,0,5.88,0,0,0,0,5.88,0,0,5.88,5.88,0,0,0,5.88,0,0,0,0,0,0,0
1287,1,Sentiment140, hope you all are having a good day/night.............. :-D,65.46,93.79,1.4,99,7.69,7.69,0,0,7.69,0,0,0,7.69,0,15.38,0,0,0,23.08,0,0,0,15.38,0,0,0,0,7.69,0,0,0,15.38,7.69,0,0,0,0,0,0
1288,0,Sentiment140, hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.,87.93,32.48,31.94,99,9.09,4.55,4.55,0,0,0,0,4.55,9.09,13.64,9.09,0,4.55,4.55,9.09,4.55,0,0,9.09,0,0,0,0,9.09,0,0,0,9.09,4.55,0,4.55,0,0,0,0
1289,0,Sentiment140, How 2 get OCDer 2 eat more than 1-2 meals a day? We could take him off meds &amp; watch him slowly fall apart again but he'd eat like a horse,68.29,71.61,13.15,25.77,11.43,11.43,0,2.86,0,8.57,0,0,5.71,8.57,5.71,5.71,5.71,0,17.14,5.71,8.57,2.86,0,0,0,0,0,11.43,0,0,0,14.29,0,0,0,0,0,0,0
1290,0,Sentiment140, how can someone hurt someone soo much ........aspecially to family!!!!,24.14,98.93,1,1,15.38,0,0,0,0,0,0,15.38,0,7.69,7.69,7.69,7.69,0,0,0,0,7.69,0,7.69,0,0,7.69,23.08,7.69,0,0,7.69,0,0,7.69,7.69,0,0,0
1291,0,Sentiment140, how horrible  R.I.P Georgia Theater,25.89,15.86,3.37,1,10,10,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0
1292,0,Sentiment140, HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.,47.75,9.62,94.19,25.77,17.39,8.7,8.7,0,0,0,0,8.7,8.7,8.7,8.7,4.35,4.35,4.35,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,13.04,4.35,4.35,0,0,0,0,0
1293,0,Sentiment140, how much longer is this going to go on?,62.04,50,98.01,25.77,8.33,0,0,0,0,0,0,8.33,0,16.67,8.33,8.33,8.33,0,25,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,0
1294,0,Sentiment140, how much rain can we take?,4.69,98.62,1,25.77,11.11,11.11,0,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,22.22,0,0,0,0,0,0,0
1295,0,Sentiment140, http://bit.ly/t8sGF  I hope she starts taking care of herself &lt;3,75.9,71.09,1,99,16.67,16.67,5.56,0,0,11.11,0,0,0,5.56,0,0,0,0,22.22,0,0,0,11.11,0,0,0,0,11.11,0,0,0,16.67,5.56,0,0,0,0,0,0
1296,0,Sentiment140, http://img207.imageshack.us/my.php?image=wpcl10670s.jpg her songs are so perfect.,18.82,86.68,1,98.27,16.67,16.67,5.56,5.56,0,5.56,0,0,0,0,5.56,5.56,5.56,0,5.56,5.56,0,0,5.56,0,0,0,0,11.11,0,0,0,11.11,0,0,5.56,0,0,0,0
1297,0,Sentiment140, http://tinyurl.com/llb9vf Poor boy was autistic &amp; loved water. Wish I could say he died with what he loved. But drowning's awful. ,48.63,92.33,1,25.77,14.29,10.71,3.57,0,0,7.14,0,3.57,0,3.57,7.14,0,3.57,0,17.86,7.14,0,3.57,7.14,7.14,0,0,0,21.43,0,0,7.14,3.57,3.57,0,0,0,3.57,0,7.14
1298,0,Sentiment140, hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...,6.95,10.58,48.89,1,20.83,8.33,8.33,0,0,0,0,12.5,0,4.17,4.17,8.33,12.5,0,8.33,0,0,0,0,12.5,4.17,0,8.33,0,0,0,4.17,8.33,0,0,4.17,0,0,0,0
1299,0,Sentiment140, i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.,82.26,2.31,99,25.77,16,12,12,0,0,0,0,4,4,20,4,8,4,0,16,0,8,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
1300,1,Sentiment140, i agree @OasisStasis,62.04,4.8,23.51,99,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,1,Sentiment140, i am back,1.92,4.8,98.01,25.77,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0
1302,1,Sentiment140," I AM BORED, and ew. My dog just killed an insect!",29.3,7.67,13.15,1,14.29,14.29,14.29,0,0,0,0,0,7.14,0,7.14,7.14,7.14,0,7.14,0,0,0,0,14.29,0,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14
1303,0,Sentiment140, i am crying you all a river...,52.71,84.14,3.37,1,20,20,10,0,10,0,0,0,10,0,10,0,0,0,20,0,0,0,0,10,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0
1304,1,Sentiment140, I am falling in love with Stockington - such a witty wise meow meow!! ^^,93.26,50,74.76,99,6.25,6.25,6.25,0,0,0,0,0,6.25,12.5,6.25,6.25,0,0,6.25,12.5,0,0,12.5,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0
1305,1,Sentiment140, i am musical today!,29.3,7.67,89.63,25.77,14.29,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,14.29,0,0,0,0
1306,0,Sentiment140, I am not awake yet and I don't get to workout until this afternoon because I have to go to the Nashville airport.,24.14,1.07,94.81,25.77,15.38,11.54,11.54,0,0,0,0,3.85,3.85,15.38,11.54,3.85,11.54,7.69,19.23,0,0,0,0,0,0,0,0,0,0,0,0,19.23,0,0,3.85,0,0,0,0
1307,0,Sentiment140," i am so sick of this. i have chest pains, stomach pains, sickness and im exhausted :'( y cant they make me better?",2.7,2.31,43.37,1,24,20,16,0,0,0,4,4,0,4,12,4,8,4,16,8,4,0,4,16,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0
1308,1,Sentiment140, i am very happy today! and i don't why?      ,1,1,74.76,99,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,16.67,8.33,8.33,16.67,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
1309,0,Sentiment140, I ate too much. Now I can't sleep because I feel sick...and there are a lot of sirens.,13.54,1.2,85.21,1,13.64,13.64,13.64,0,0,0,0,0,4.55,4.55,4.55,13.64,9.09,4.55,13.64,4.55,0,0,0,4.55,0,0,0,0,0,0,4.55,18.18,0,0,0,0,0,0,0
1310,1,Sentiment140, i beat you video on youtube,75.9,86.68,58.07,25.77,22.22,22.22,11.11,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,22.22,0,0,0,0
1311,0,Sentiment140,"- I can almost hear my wallet saying &quot;I'm here, I'm here!&quot;... but I can't find her!  ",1,1,98.01,25.77,28.57,28.57,23.81,0,0,4.76,0,0,0,0,14.29,14.29,4.76,4.76,23.81,0,0,0,0,0,0,0,0,14.29,0,0,0,28.57,0,0,0,0,0,0,0
1312,0,Sentiment140, I can already tell that it's going to be one of *those* days...,11.86,50,74.76,25.77,25,6.25,6.25,0,0,0,0,18.75,0,12.5,18.75,6.25,0,0,25,0,0,0,0,0,0,0,0,6.25,0,0,6.25,25,6.25,0,0,0,0,0,0
1313,0,Sentiment140, I can find my eye shadow pursh!! :'(,25.89,2.31,93.3,25.77,20,20,20,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
1314,0,Sentiment140, I can't deal with this again...,18.82,1,98.01,25.77,22.22,11.11,11.11,0,0,0,0,11.11,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0
1315,0,Sentiment140,- I can't find my name badge ,18.82,1,99,25.77,22.22,22.22,22.22,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,22.22,0,0,0,0,0,0,0
1316,0,Sentiment140, i cant get kristen srewart to add me lol she prob  thinks im a stalker lol,49.71,1.81,50.35,99,21.05,21.05,15.79,0,0,5.26,0,0,5.26,5.26,5.26,0,0,5.26,15.79,0,0,0,10.53,0,0,0,0,5.26,0,0,0,26.32,0,0,0,0,0,0,0
1317,0,Sentiment140, I can't get my new picture to show up,81.63,1,99,25.77,16.67,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0
1318,0,Sentiment140, i can't go. too much to do.,25.89,1,93.3,25.77,10,10,10,0,0,0,0,0,0,10,10,10,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
1319,0,Sentiment140, I can't hear a damn word that TBS is singing ,43.96,1.07,17.46,1,15.38,7.69,7.69,0,0,0,0,7.69,7.69,0,7.69,0,0,7.69,23.08,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,23.08,0,0,7.69,0,0,0,0
1320,0,Sentiment140, I cant make it today,11.86,1,99,25.77,25,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0
1321,0,Sentiment140, I Cant Stand Ma Brother He Got The New Jordans I Want... *tear*,56.25,26.6,7.84,25.77,18.75,18.75,12.5,0,0,6.25,0,0,6.25,0,0,0,0,6.25,12.5,6.25,0,0,0,0,0,0,0,18.75,12.5,0,6.25,12.5,0,0,0,0,0,0,0
1322,0,Sentiment140, I can't wait til my lil man is here...11 more weeks!,18.82,2.31,99,25.77,13.33,13.33,13.33,0,0,0,0,0,0,6.67,6.67,6.67,6.67,6.67,13.33,13.33,6.67,0,0,0,0,0,0,6.67,0,0,0,20,0,0,0,0,0,0,0
1323,1,Sentiment140, i can't wait to go home and watch danny phantom! While talking to stephen ,74.42,11.97,91.95,25.77,5.88,5.88,5.88,0,0,0,0,0,0,11.76,0,0,11.76,5.88,17.65,0,0,0,0,0,0,0,0,5.88,0,0,0,23.53,0,0,0,5.88,0,0,0
1324,1,Sentiment140, I can't wait to go to Las Vegas! 20 more days! OMG!,93.26,2.31,98.01,25.77,6.67,6.67,6.67,0,0,0,0,0,0,13.33,0,0,0,6.67,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
1325,1,Sentiment140, I Cant wait to watch britians got talent !!!!!! I dont like holly :O,56.25,1,74.76,99,12.5,12.5,12.5,0,0,0,0,0,0,12.5,6.25,0,0,12.5,18.75,0,6.25,0,6.25,0,0,0,0,0,0,0,6.25,25,0,0,0,0,0,0,0
1326,0,Sentiment140,#NAME?,11.86,10.58,7.84,25.77,12.5,12.5,12.5,0,0,0,0,0,0,0,25,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0
1327,0,Sentiment140," I did not get to see Beth, Rachel or Ginny today.... I'll see them tomorrow.",18.82,1.38,98.01,25.77,16.67,16.67,11.11,0,0,0,5.56,0,0,5.56,11.11,0,5.56,5.56,27.78,0,0,0,0,0,0,0,0,5.56,0,0,5.56,22.22,11.11,0,0,0,0,0,0
1328,0,Sentiment140, i didnt get head boy. Oh well...x,13.54,3.48,31.94,99,9.09,9.09,9.09,0,0,0,0,0,0,0,9.09,9.09,0,9.09,18.18,0,0,0,9.09,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,0
1329,0,Sentiment140," i didn't get to cook, instead had dogs... it was ok, i guess. kinda tired but not sleepy :-s btw i so &lt;3 my new book lol",6.71,1,90.96,99,16.13,12.9,12.9,0,0,0,0,3.23,0,3.23,9.68,6.45,6.45,6.45,16.13,9.68,0,0,6.45,0,0,0,0,0,0,0,9.68,6.45,0,3.23,6.45,0,0,0,0
1330,0,Sentiment140, I dislike myself right now. Maybe A Letter To You will help a bit. Gonna lay down : /,78.3,84.14,93.3,1,15,15,10,0,5,0,0,0,10,10,5,10,0,0,20,0,0,0,0,5,0,0,0,15,0,0,0,15,10,0,0,0,0,0,0
1331,0,Sentiment140, AM meetings suck!!,62.04,50,1,1,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,33.33,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,33.33,0,16.67,0,0,0,0,0
1332,0,Sentiment140, am so upset but i wont tell you!,1,50,31.94,1,18.18,18.18,9.09,0,9.09,0,0,0,0,0,18.18,9.09,18.18,9.09,27.27,9.09,0,0,0,9.09,9.09,0,0,18.18,0,0,0,18.18,9.09,0,0,0,0,0,0
1333,0,Sentiment140, am suddenly v. v. sad and tired. :\ also - can anyone think of great hero anthems? counterpart to heroine's: http://snurl.com/kixxt,54.88,77.92,1.4,99,3.85,0,0,0,0,0,0,3.85,0,7.69,7.69,7.69,7.69,0,7.69,11.54,0,0,11.54,3.85,0,0,3.85,7.69,0,0,0,11.54,0,0,0,0,0,0,0
1334,1,Sentiment140, amazing people ---&gt;  @geogurl @christophermc @feiticeira @bittersweetm #followfriday,93.26,81.84,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0
1335,1,Sentiment140, An online number lets family and friends call you at local rates wherever you are in the world. Loving Skype http://is.gd/tsgM,68.29,99,52.86,87.2,10.71,10.71,0,3.57,7.14,0,0,0,7.14,7.14,7.14,3.57,7.14,0,10.71,0,0,3.57,3.57,0,0,0,0,25,3.57,3.57,0,10.71,0,0,3.57,3.57,0,0,0
1336,0,Sentiment140, And I have to get going #MCRchat,52.71,15.86,43.37,25.77,10,10,10,0,0,0,0,0,0,10,10,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0
1337,0,Sentiment140, And so it begins again... I'll be at Subway if you need me. Sigh sigh sigh.,1.23,29.92,50.35,1,21.05,15.79,10.53,0,5.26,0,0,5.26,0,5.26,10.53,10.53,15.79,0,36.84,0,0,0,0,15.79,0,0,15.79,5.26,0,0,0,31.58,5.26,0,0,0,0,0,0
1338,0,Sentiment140,- Animal Crossing crashed on me after 50 minutes of work.  At least I still have my silver shovel.,87.62,7.67,99,25.77,14.29,14.29,14.29,0,0,0,0,0,0,19.05,4.76,4.76,0,0,4.76,9.52,9.52,0,0,0,0,0,0,0,0,0,0,9.52,0,4.76,0,0,0,0,0
1339,0,Sentiment140, another day of running!! ......Today is fresh to death Friday (everyday is fresh to death Friday 4 me) Ha Ha lol!!!!,81.63,33.83,91.31,99,12.5,4.17,4.17,0,0,0,0,8.33,0,12.5,8.33,0,0,0,12.5,8.33,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,4.17,0,0,0,8.33
1340,0,Sentiment140, Another eye infection. My left eye is contaminated I swear. I get eye infections every month haha.,38.6,6.7,74.76,96.76,20,15,15,0,0,0,0,5,0,0,5,0,0,0,30,0,0,0,5,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0
1341,0,Sentiment140, another one... and ill expect more to come... way to go dy... aarrrrggghhhhh!,93.26,50,7.84,25.77,6.25,0,0,0,0,0,0,6.25,0,12.5,0,0,6.25,0,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,0
1342,0,Sentiment140, another Saturday without MO. Glad Rachel is coming over!,81.63,4.8,98.01,99,8.33,0,0,0,0,0,0,8.33,0,16.67,8.33,0,0,8.33,16.67,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
1343,0,Sentiment140, ants are evil!,62.04,50,1,1,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0
1344,1,Sentiment140,"- Anyone else on Dropshots? My id is katjrobertson  It's password protected tho, so u'll have 2 ask me. http://dropshots.com/katjrobertson",3.62,22.08,38.39,25.77,19.23,11.54,11.54,0,0,0,0,7.69,0,3.85,15.38,7.69,7.69,0,19.23,0,0,0,0,0,0,0,0,7.69,0,0,0,15.38,0,0,0,0,0,0,0
1345,0,Sentiment140, apparently going to rain. Please Don't rain. stay sunny. please  x,68.29,23.75,13.15,99,0,0,0,0,0,0,0,0,0,7.14,7.14,7.14,0,7.14,21.43,0,0,0,21.43,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,0
1346,0,Sentiment140, APPARENTLY YOU ONLY NEED LIKE 10 LINES ON THE LAST QUESTION! I DID A WHOLE PAGE! UGGGGGGGHHHH,78.3,84.14,15.86,96.76,10,10,5,0,5,0,0,0,10,5,5,10,0,0,10,0,0,0,5,0,0,0,0,10,0,0,5,5,0,0,0,0,0,0,0
1347,0,Sentiment140, arghhhhhhhhhhhhhhh,93.26,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,1,Sentiment140, Arizona Real Estate Specialist - View ALL HOMES for sale in arizona on my website FREE http://www.nicholasmcconnell.com Coldwell Banker,98.05,34.44,6.7,91.14,4,4,4,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,12,0,0
1349,0,Sentiment140, as my old comp duied on me 2 weeks ago ... but not to fear i will find a way to post up music no matter what,77.56,1,99,1,13.79,10.34,10.34,0,0,0,0,3.45,3.45,17.24,3.45,0,6.9,6.9,6.9,3.45,3.45,3.45,0,3.45,3.45,0,0,0,0,0,3.45,3.45,3.45,0,3.45,0,0,0,0
1350,1,Sentiment140,- At a cabaret with my family; I love them!! .. In my comfort zone ,93.26,50,95.6,99,25,25,18.75,0,0,0,6.25,0,6.25,18.75,0,0,0,0,0,0,0,0,12.5,0,0,0,0,18.75,6.25,0,0,0,0,0,6.25,6.25,0,0,0
1351,0,Sentiment140, at Atl's trance scene.,99,50,13.15,25.77,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,1,Sentiment140,- at home eating mcdonalds cinnamelts &amp;&amp; a oreo frosty. ,99,50,1.4,25.77,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0
1353,0,Sentiment140, at Katy Perry delaying her Birmingham gig for nearly 3 months.,93.26,76.25,13.15,25.77,7.14,7.14,0,0,0,7.14,0,0,0,14.29,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0
1354,0,Sentiment140, At least today is ok.,93.26,50,74.76,99,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
1355,1,Sentiment140,#NAME?,93.26,50,74.76,99,12.5,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
1356,0,Sentiment140, at the doctors. -Ian,99,50,13.15,25.77,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0
1357,0,Sentiment140," at the hosp, waiting on my taxi. Been waitin over 30 mins now. Can't believe i'm crying :/",79.28,2.86,99,1,9.52,9.52,9.52,0,0,0,0,0,4.76,14.29,9.52,4.76,0,4.76,23.81,0,0,0,0,4.76,0,0,4.76,0,0,0,4.76,19.05,0,0,0,0,0,0,0
1358,1,Sentiment140, at the manila right now.,99,50,99,25.77,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0
1359,0,Sentiment140, at when Pac got shot in vegas,93.26,50,93.3,25.77,0,0,0,0,0,0,0,0,0,20,0,10,10,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
1360,0,Sentiment140, at work,99,50,43.37,25.77,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0
1361,0,Sentiment140, at work... *tears*,99,50,23.51,1,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,16.67,0,16.67,0,0,0,0,0
1362,0,Sentiment140, aw damn somebody hit tiffany on nxt weeks episode or somethin?? Hellllllll no I'm def watchin nxt week lol,57.84,8.65,61.34,25.77,9.09,4.55,4.55,0,0,0,0,4.55,0,4.55,4.55,0,4.55,4.55,9.09,0,0,0,4.55,4.55,0,4.55,0,4.55,0,0,0,4.55,0,0,0,0,0,0,0
1363,0,Sentiment140, aw i hate my heart sooo soo much. but it's ok.,5.89,1.67,52.86,25.77,21.43,14.29,14.29,0,0,0,0,7.14,0,0,7.14,7.14,7.14,0,14.29,0,0,0,7.14,7.14,0,7.14,0,0,0,0,0,14.29,0,0,0,0,0,0,0
1364,0,Sentiment140,#NAME?,72.69,50,1,1,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0
