ItemID,Depressive,SentimentSource,SentimentText,Analytic,Clout,Authentic,Tone,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,posemo,negemo,anx,anger,sad,social,family,friend,focuspast,focuspresent,focusfuture,work,leisure,home,money,relig,death
5283,1,Sentiment140,#ff thanks to @zenbitch @actionchick @stageplay @geekgirls @dave_horror @BoiLoDdi @_Brandee @jeremybuff (via @filmgurl11) Thank you! ,96.93,70.08,4.05,25.77,5.26,5.26,0,0,5.26,0,0,0,0,10.53,0,0,0,0,10.53,0,0,0,10.53,10.53,5.26,0,0,5.26,0,0,0,10.53,0,0,5.26,0,0,0,0
5284,1,Sentiment140,"#FF The first part of her bio caught my attention, I'm still working on the details  @ChitaHearse",87.27,30.86,93.3,25.77,15,15,10,0,0,5,0,0,10,10,5,5,0,0,15,0,0,0,0,0,0,0,0,5,0,0,5,5,0,5,0,0,0,0,0
5285,0,Sentiment140,#ff Tweeps w/whom I'll probably never get to have a drink  @HeyTammyBruce @RWSparkle @pinkelephantpun @JTlol @EdMorrissey,49.71,14.62,4.05,25.77,5.26,5.26,5.26,0,0,0,0,0,5.26,5.26,10.53,10.53,0,5.26,15.79,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,5.26,0,0,0,0
5286,1,Sentiment140,"#FF:  @GeraldWhite:  My new, virtual mentor. ",75.9,13.32,58.07,25.77,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0
5287,0,Sentiment140,"#finaltweet Guys, I have to tell you this before I die. It was @CeciliaBFoxy; I can hear her breaking down the door, even now. Goodbye. ",29.3,92.33,52.86,25.77,25,17.86,10.71,0,3.57,3.57,0,7.14,3.57,10.71,10.71,7.14,0,0,17.86,3.57,3.57,0,0,0,0,0,0,21.43,0,3.57,3.57,21.43,0,0,0,3.57,0,0,3.57
5288,0,Sentiment140,#firstrecord Behind the Green Door - shakey Stevens  dont' laugh to much,97.73,23.75,52.86,25.77,0,0,0,0,0,0,0,0,7.14,14.29,7.14,0,0,7.14,7.14,7.14,0,0,7.14,7.14,7.14,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0
5289,1,Sentiment140,#FirstRecord Crazy by Icehouse ...still love the song and the naband to this day ,97.21,72.17,6.2,25.77,5.88,0,0,0,0,0,0,5.88,11.76,11.76,0,5.88,5.88,0,0,5.88,0,0,5.88,5.88,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0
5290,1,Sentiment140,#firstrecord First single i bought was Spice Girls 2 become 1 !! First album i think was Now 35; but with own money was Hanson ,36.1,22.95,92.47,25.77,7.41,7.41,7.41,0,0,0,0,0,0,3.7,14.81,3.7,3.7,0,22.22,3.7,0,0,0,0,0,0,0,3.7,0,0,14.81,11.11,0,0,0,0,7.41,0,0
5291,1,Sentiment140,#FleetWeek--glad I take the RI Bridge to and from work ,97.73,23.75,1.06,99,7.14,7.14,7.14,0,0,0,0,0,7.14,14.29,0,0,7.14,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,14.29,0,7.14,0,0,0,0,0
5292,0,Sentiment140,#Flickr: is there any problem to access the website or it's just me? I can't go to Flickr for 3 days in a row! ,75.9,3.22,58.07,1,11.11,7.41,7.41,0,0,0,0,3.7,7.41,14.81,7.41,7.41,3.7,3.7,11.11,0,0,0,0,3.7,0,0,0,0,0,0,0,14.81,0,0,0,0,0,0,0
5293,1,Sentiment140,"#flowers BOTD Place colorful gerbera daisies in sq vase add greens, viburnum snowball and brunches http://twitpic.com/7hjqx ",93.26,50,2.02,25.77,0,0,0,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0
5294,1,Sentiment140,#flylady *goes to* reboot laundry and do 15 min of flat surface clearing in kitchen *next up* 15 min in front of computer. ,99,50,99,25.77,0,0,0,0,0,0,0,0,0,23.08,3.85,0,3.85,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,3.85,0,7.69,0,0,0
5295,1,Sentiment140,"#flylady 1st load drying, 2nd load started, folded &amp; put away towels dh didn't finished, making a little progress  also downloading pics",82.26,21.18,43.37,25.77,0,0,0,0,0,0,0,0,4,4,4,4,4,4,20,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
5296,1,Sentiment140,"#flylady Collected DKs, quick pitstop before we're off back to school for party/dinner (I'm organising). I'll catch #NEWO on BTR archive! ",88.69,65.56,96.63,91.14,12,12,8,4,0,0,0,0,0,20,8,4,0,0,12,4,4,0,4,0,0,0,0,8,0,0,0,8,4,4,4,0,0,0,0
5297,0,Sentiment140,"#flylady finger cut,while washing a class that broke  plaster on lets put timer on 2 continue with dishes ...",96.54,81.84,85.21,1,9.09,4.55,0,4.55,0,0,0,4.55,4.55,13.64,0,0,4.55,0,18.18,0,0,0,0,9.09,0,0,4.55,4.55,0,0,4.55,9.09,0,4.55,0,0,0,0,0
5298,1,Sentiment140,"#flylady For now I'm finished in closet, too hot to pull out anything today. Made good progress, can walk into it now  no clothes on floor",77.56,24.51,99,85.87,10.34,3.45,3.45,0,0,0,0,6.9,0,20.69,6.9,10.34,0,3.45,17.24,3.45,0,0,3.45,0,0,0,0,0,0,0,6.9,20.69,0,0,0,3.45,0,0,0
5299,1,Sentiment140,#flylady gm/hey girls! Laundry rebooted and enjoying the silence and extra me time thanks to family sleeping in ,93.26,81.84,11,99,4.55,4.55,4.55,0,0,0,0,0,4.55,9.09,0,0,9.09,0,9.09,9.09,0,0,9.09,0,0,0,0,13.64,4.55,0,0,4.55,0,0,4.55,9.09,0,0,0
5300,0,Sentiment140,"#flylady good morning.  dh had to fix my computer this a.m., was acting very strange yesterday &amp; couldn't get into anything ",52.71,21.18,6.7,25.77,12,4,4,0,0,0,0,8,4,8,12,4,0,4,16,4,0,0,4,4,0,0,0,0,0,0,12,4,0,4,0,0,0,0,0
5301,0,Sentiment140,"#flylady kids snacks packed 4 tomorrow, having bed time snack, finishing watching The Pagemaster, dd's last day of Kindergarten tomorrow ",96.43,66.81,80.16,25.77,0,0,0,0,0,0,0,0,4.35,4.35,4.35,0,0,0,13.04,0,0,0,0,0,0,0,0,4.35,0,0,0,0,8.7,4.35,0,4.35,0,0,0
5302,1,Sentiment140,"#flylady Laundry and regular upkeep, that's it.  This is nice.  ",3.62,50,1,99,23.08,0,0,0,0,0,0,23.08,0,0,15.38,0,7.69,0,15.38,15.38,0,0,7.69,0,0,0,0,0,0,0,0,15.38,0,0,0,7.69,0,0,0
5303,1,Sentiment140,#flylady Listening to the Focus Makes Me Fabulous show by FlyLady Tools on BlogTalkRadio - http://tobtr.com/s/549205 ,99,50,2.02,93.61,4.35,4.35,4.35,0,0,0,0,0,4.35,13.04,0,0,0,0,8.7,4.35,0,0,4.35,0,0,0,0,4.35,0,0,0,4.35,0,0,4.35,0,0,0,0
5304,1,Sentiment140,"#flylady lunch has been consumed, ds2 down for his nap, that's my cue to catch one too! BBL ",55.4,50,2.82,25.77,14.29,9.52,4.76,0,0,4.76,0,4.76,0,14.29,14.29,4.76,0,0,14.29,0,0,0,0,0,0,0,0,4.76,0,0,4.76,9.52,0,0,4.76,0,0,0,0
5305,1,Sentiment140,"#flylady off to sort &amp; start, me complaining won't get it done, time to adjust my attitude ",66.46,6.7,93.3,1,15,10,10,0,0,0,0,5,0,15,10,0,0,5,20,0,0,0,0,5,0,0,0,5,0,0,5,10,5,0,0,0,0,0,0
5306,0,Sentiment140,#flylady Oh deary me: 15 mins not enough to rescue kitchen  I shall come back to it later so I can mow the lawn while still cool outside,36.43,5.36,96.96,83.22,12.9,9.68,9.68,0,0,0,0,3.23,3.23,9.68,6.45,9.68,6.45,3.23,6.45,6.45,3.23,0,3.23,0,0,0,0,0,0,0,0,6.45,3.23,3.23,0,3.23,0,0,0
5307,1,Sentiment140,"#flylady ok, dinner in oven, having lasagna &amp; salad, did some knitting, dozed a little, drank lots of water, headache finally almost gone ",88.9,50,17.46,89.84,0,0,0,0,0,0,0,0,3.85,7.69,7.69,7.69,0,0,15.38,0,0,0,3.85,0,0,0,0,0,0,0,11.54,0,0,0,0,3.85,0,0,0
5308,0,Sentiment140,"#flylady ok, just glanced in lr, boys in there, I think they are part hurricane!!  I need to let them have some time b4 cleaning ",48.63,63.97,30.01,87.2,14.29,14.29,7.14,0,0,0,7.14,0,0,10.71,10.71,7.14,0,0,21.43,0,0,0,3.57,0,0,0,0,10.71,0,0,0,14.29,0,0,0,0,0,0,0
5309,0,Sentiment140,"#flylady ok, lost my motivation after that nap, tea not kicked in yet  have 15 minutes till I have to leave to pick up kids",83.81,14.19,99,25.77,10.71,7.14,7.14,0,0,0,0,3.57,0,21.43,7.14,3.57,3.57,3.57,21.43,3.57,3.57,0,3.57,3.57,0,0,3.57,3.57,0,0,7.14,14.29,0,3.57,3.57,0,0,0,0
5310,1,Sentiment140,"#flylady OK, siesta, 6min # NEWO http://bit.ly/Kxxl8  and 15 min paperwork ",85.92,50,1,98.87,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0
5311,0,Sentiment140,"#flylady purchased the gift cards, 1stds10's Nintendo DS not working, now have to get in touch with Nintendo so they can fix it ",68.29,36.03,4.35,25.77,7.14,3.57,0,0,0,0,3.57,3.57,3.57,10.71,7.14,7.14,3.57,3.57,10.71,0,0,0,0,0,0,0,0,3.57,0,0,0,14.29,0,3.57,10.71,0,3.57,0,0
5312,1,Sentiment140,"#flylady WHB status: 4 tasks done, 'take out trash' now, which I did after school run. So having rye/pb/jam and OJ. Then I'm off again! ",18.82,25.24,93.3,25.77,10,6.67,6.67,0,0,0,0,3.33,0,10,13.33,10,10,0,20,3.33,3.33,3.33,0,0,0,0,0,0,0,0,6.67,13.33,3.33,6.67,0,0,0,0,0
5313,0,Sentiment140,#flylady which fell over in my car on the last turn before my road!! Now taking a spoon &amp; going outside to repot the plant &amp; get the dirt ,99,26.6,99,25.77,9.38,6.25,6.25,0,0,0,0,3.12,12.5,18.75,0,3.12,0,0,15.62,3.12,3.12,3.12,0,0,0,0,0,0,0,0,3.12,9.38,3.12,0,0,0,0,0,0
5314,1,Sentiment140,#follow @spreadingjoy the name say it all ,93.26,97.69,3.37,25.77,10,0,0,0,0,0,0,10,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0
5315,1,Sentiment140,#Follow Friday wtf is that? lo I'm guessing this is it lol: @HumanCollective @GaxAngel @caffeinatedKiss @befosaur ,12.81,29.92,19.27,97.58,21.05,5.26,5.26,0,0,0,0,15.79,0,0,15.79,0,0,0,26.32,0,0,0,5.26,0,0,0,0,5.26,0,0,0,21.05,0,0,0,0,0,0,0
5316,1,Sentiment140,"#FollowFirday - @webmarketingmav, @Harith, @SEOCopy, @Halfdeck, @shonali, @epcotx, @SEOdojo, @DanTanner - you'll love them ",52.71,99,1,99,13.33,13.33,0,0,6.67,0,6.67,0,0,0,6.67,0,0,0,6.67,0,0,0,6.67,0,0,0,0,20,0,0,0,0,6.67,0,0,0,0,0,0
5317,1,Sentiment140,#followfriday - @KhloeKardashian - Everybody's favorite  ,68.29,92.33,1,99,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0
5318,1,Sentiment140,"#followfriday  @knealemann a smart intelligent, engaging, spot on, handsome did I mention smart ?  Happy Friday everyone",86.88,85.38,19.27,99,10.53,5.26,5.26,0,0,0,0,5.26,5.26,5.26,5.26,0,0,0,5.26,21.05,0,0,31.58,0,0,0,0,15.79,0,0,5.26,0,0,0,0,0,0,0,0
5319,1,Sentiment140,#followfriday  @psjbutler  thank you for the folliday!! ,98.58,97.69,1,99,10,10,0,0,10,0,0,0,10,10,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
5320,1,Sentiment140,#followfriday - couldn't fit everyone on  @lulurocks3 @Brannigans  @bobbolicious @wozlewis @djkey - all my great friends here on twitter!,66.46,69.14,15.86,96.76,10,5,5,0,0,0,0,5,0,10,5,5,0,5,5,5,0,0,5,0,0,0,0,15,0,5,0,0,0,0,10,0,0,0,0
5321,1,Sentiment140,#followfriday  HappyForTheeze Helpers  @RobertUmpleby @KikiValdes @lyndons,93.26,86.68,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0
5322,1,Sentiment140,#followfriday  people are filing up to enter the mosque next to my office.,99,50,74.76,25.77,6.25,6.25,6.25,0,0,0,0,0,6.25,18.75,6.25,0,0,0,12.5,6.25,0,0,0,0,0,0,0,6.25,0,0,0,12.5,0,6.25,0,0,0,6.25,0
5323,1,Sentiment140,#followfriday #lakers #sports  @JodyWatly @JohnLegend @Alicejam @heykim. @ohbribri Go #Lakers! ,93.26,50,1.4,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
5324,1,Sentiment140,#followfriday @140LoveBird - Thanks!!!  xo,93.26,50,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0
5325,1,Sentiment140,#FollowFriday @21119....one of my favorite people. ,93.26,50,3.37,99,10,10,10,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
5326,1,Sentiment140,#followfriday @Al_AzZ  ,93.26,50,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5327,1,Sentiment140,#FollowFriday @AmericanWomannn @MissBeckala @GinaATL @LoriMoreno - These ladies make me smile ,65.46,50,1.4,99,15.38,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0
5328,1,Sentiment140,#followFriday @Angel42579 &lt;-- she likes Vegas ,75.9,86.68,1,99,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0
5329,1,Sentiment140,#followfriday @Annjj  cos she tastes like cherry cola  xxxx,81.63,79.76,1,25.77,8.33,8.33,0,0,0,8.33,0,0,0,8.33,0,0,8.33,0,8.33,8.33,8.33,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0
5330,1,Sentiment140,#followfriday @aussieBum  for all the twit pics of male models  @fastidiousbabe  &amp;  @jetsetsocialite  for all the cool fashion updates ,99,67.52,1,94.75,0,0,0,0,0,0,0,0,9.09,13.64,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0
5331,0,Sentiment140,#FollowFriday @bersheba hi sorry I am watching bad news here ,43.96,50,1.4,1,7.69,7.69,7.69,0,0,0,0,0,0,0,7.69,7.69,0,0,15.38,7.69,0,0,0,15.38,0,0,7.69,7.69,0,0,0,7.69,0,0,0,0,0,0,0
5332,1,Sentiment140,#Followfriday @Bizarre57 Follow Barry... such a nice bloke!   ,93.26,50,2.4,99,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0
5333,1,Sentiment140,#followfriday @BrainGuyJerry thanks so much for the mention!!! ,93.26,81.84,1,99,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,9.09,0,9.09,0,0,0,9.09,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0
5334,1,Sentiment140,#followfriday @bruffstar Ledge! ,93.26,50,23.51,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,1,Sentiment140,#followfriday @Carrickman A Twitter newbie but has made me laugh a few times already. Observations on Bradford wildlife  Worth a follow.,93.26,33.83,74.76,92.4,4.17,4.17,4.17,0,0,0,0,0,12.5,4.17,4.17,4.17,4.17,0,12.5,4.17,0,0,4.17,0,0,0,0,4.17,0,0,8.33,8.33,0,0,4.17,0,4.17,0,0
5336,1,Sentiment140,#followfriday @caseconnor because she's my girlfriend ,4.69,86.68,1,25.77,22.22,22.22,11.11,0,0,11.11,0,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,22.22,0,11.11,0,11.11,0,0,0,0,0,0,0
5337,1,Sentiment140,#followfriday @catawu  thanks for the feedback ,99,50,1,99,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0
5338,1,Sentiment140,#FollowFriday @cmpriest is a writer whose words as sharp &amp; shiny as diamonds. You will thoroughly enjoy her writing &amp; Tweets. ,62.04,98.11,1,92.4,12.5,8.33,0,0,4.17,4.17,0,4.17,4.17,8.33,8.33,0,8.33,0,12.5,12.5,8.33,4.17,4.17,0,0,0,0,16.67,0,0,0,4.17,4.17,8.33,0,0,0,0,0
5339,1,Sentiment140,#followfriday @consciouscats because she's on a similar wave length as me ,68.29,50,89.63,25.77,14.29,14.29,7.14,0,0,7.14,0,0,7.14,14.29,7.14,0,14.29,0,7.14,14.29,14.29,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0
5340,1,Sentiment140,#followfriday @countersound &amp; @hmspmusic two gr8 labels that support upcoming house producers ,84.62,50,1,99,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,6.67,6.67,0,6.67,0,0,0
5341,1,Sentiment140,#followfriday @creattica @inspiredm @ronicadesign @JamisonKelly @AndyBeard @KISSmetrics... maybe I'm repeating myself but they're great! ,15.27,11.97,91.95,99,11.76,11.76,11.76,0,0,0,0,0,0,0,11.76,5.88,5.88,0,11.76,5.88,0,0,17.65,0,0,0,0,5.88,0,0,0,11.76,0,0,0,0,0,0,0
5342,0,Sentiment140,"#followfriday @DanielBettridge @feelgoodguru @katiedidwhat (sorry, forgot u 2 earlier  ) @rachelcw @coachkiki @ODannyGirl7 @timeril",85.32,73.4,7.84,1,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,6.25,12.5,6.25,0,0,6.25,0,0,6.25,0,0,0,12.5,0,0,0,6.25,0,0,0,0
5343,1,Sentiment140,#FollowFriday @DanielFielding cuz he's a nice kid &amp; don't hate me cuz I said that  @Braincrayon cuz a name like that SHOULD be followed!,12.53,64.46,1,25.77,18.52,11.11,7.41,0,0,3.7,0,7.41,7.41,3.7,14.81,0,11.11,3.7,25.93,3.7,3.7,0,3.7,3.7,0,3.7,0,14.81,0,0,7.41,14.81,0,0,0,0,0,0,0
5344,1,Sentiment140,#FollowFriday @deanhunt Happy Birthday ,93.26,50,13.15,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0
5345,1,Sentiment140,#followfriday @DianaKhalil for awesome web development and social media links  she is a great person to know and treasure ,87.93,91.35,2.4,99,4.55,4.55,0,0,0,4.55,0,0,4.55,9.09,4.55,0,9.09,0,9.09,9.09,0,0,13.64,0,0,0,0,13.64,0,0,0,9.09,0,4.55,0,0,4.55,0,0
5346,1,Sentiment140,#followfriday @Donnette because she's a very interesting person who blips fantastically too ,18.82,97.69,1,99,13.33,6.67,0,0,0,6.67,0,6.67,6.67,0,6.67,13.33,6.67,0,6.67,0,0,6.67,13.33,0,0,0,0,20,0,0,0,6.67,0,0,0,0,0,0,0
5347,1,Sentiment140,#FollowFriday @ElizabethBanks is a gorgeous actress whose Tweets are full of humour and wit and intelligence. You'll love her. ,32.58,99,1,99,13.64,9.09,0,0,4.55,4.55,0,4.55,4.55,4.55,13.64,0,9.09,0,13.64,9.09,0,4.55,18.18,0,0,0,0,22.73,0,0,0,9.09,4.55,0,4.55,0,0,0,0
5348,1,Sentiment140,#FollowFriday @elocio ==&gt; most generous in giving Friday Love ,98.14,99,23.51,99,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,8.33,8.33,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
5349,1,Sentiment140,#followfriday @enhance_me beautiful enhanced pictures completely unique - think I might get myself one of the kiddies ,66.46,6.7,43.37,96.76,15,15,15,0,0,0,0,0,5,5,5,5,0,0,15,10,5,0,5,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0
5350,1,Sentiment140,#Followfriday @erincarly Because she is one of my &quot;homies&quot; and a Diva of photography. Throw some gigs her way. You won't regret. ,46.37,77.05,1,1,14.81,14.81,3.7,0,3.7,7.41,0,0,3.7,7.41,7.41,0,7.41,3.7,11.11,0,0,0,0,3.7,0,0,3.7,11.11,0,0,0,7.41,3.7,0,0,0,0,0,0
5351,1,Sentiment140,#followfriday @evregirl because she is so awesome and authentic @twanjikalula cause he is funny and friendly and in TV ,7.71,91.35,1,99,9.09,9.09,0,0,0,9.09,0,0,0,4.55,9.09,4.55,22.73,0,9.09,9.09,0,0,9.09,0,0,0,0,13.64,0,4.55,0,9.09,0,0,4.55,0,0,0,0
5352,1,Sentiment140,#followfriday @f1fanatic_co_uk @F1Wolf @sebmatthews other f1 tweeters /blog sites ,83.81,50,13.15,25.77,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0
5353,1,Sentiment140,"#Followfriday @fiercemichi Sendin the love, ran out of the room Follow the michi ",99,73.4,74.76,99,0,0,0,0,0,0,0,0,18.75,12.5,0,0,0,0,12.5,0,0,0,6.25,0,0,0,0,6.25,0,0,6.25,6.25,0,0,0,6.25,0,0,0
5354,1,Sentiment140,"#followfriday @foyboy 1) She had Skips on her face earlier this week, 2) Name-checks me on the telly in a grand, spectacular fashion ",93.26,77.05,15.12,88.52,14.81,11.11,3.7,0,0,7.41,0,3.7,7.41,11.11,3.7,0,0,0,3.7,7.41,3.7,0,3.7,0,0,0,0,11.11,0,0,7.41,0,0,0,0,0,0,0,0
5355,1,Sentiment140,#followfriday @FranAspiemom @lucylemon 2 lovely ladies you must follow. Twitter is incomplete without them.  http://twurl.nl/l4gske,57.84,91.35,1,94.75,9.09,9.09,0,0,4.55,0,4.55,0,0,4.55,9.09,0,0,4.55,13.64,0,0,0,4.55,0,0,0,0,18.18,0,0,0,9.09,0,0,4.55,0,0,0,0
5356,1,Sentiment140,#followfriday @fudgecrumpet @mrsfudgecrumpet @Hapson @Dojie @anz_rocks  good people to know. ,97.73,76.25,1.06,99,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,7.14,0,0,0,7.14,0,0,7.14,0,0,0,0
5357,1,Sentiment140,#followfriday @gabbler - hes a funny 1 @kirstieallie - so funny @drakeshipway - apps &amp; stuff @CMoz - technology stuff &amp; laughs  my 1st FF,38.6,50,1,99,16.67,8.33,4.17,0,0,4.17,0,8.33,4.17,0,4.17,4.17,4.17,0,4.17,8.33,0,0,12.5,0,0,0,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0
5358,1,Sentiment140,"#followfriday @GoddessLeonie , @starshyne , @MedGarden420 , @VeganDrus , @420thoughts , @knotby9 all groovy people ",93.26,93.79,1,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,7.69,0
5359,1,Sentiment140,#FollowFriday @HotForWords - don't you wish your English teacher (from Russia)  looked like that?  #babe,59.32,99,1,25.77,17.65,11.76,0,0,11.76,0,0,5.88,0,11.76,5.88,0,0,5.88,17.65,0,5.88,0,0,0,0,0,0,17.65,0,5.88,5.88,5.88,5.88,5.88,0,0,0,0,0
5360,1,Sentiment140,#followfriday @idaremyidea my #awesome Australian friend . full of joy and laughter. A great friend ,93.26,72.17,6.2,99,5.88,5.88,5.88,0,0,0,0,0,5.88,5.88,0,0,5.88,0,0,17.65,0,0,23.53,0,0,0,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0
5361,1,Sentiment140,#followfriday @ikki_oo  great fun  goodtimes ,93.26,50,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0
5362,1,Sentiment140,#followfriday @IndyCSz you rock! It was great seeing you yesterday. ,24.14,99,1.4,99,23.08,15.38,0,0,15.38,0,0,7.69,0,0,7.69,0,0,0,15.38,7.69,0,0,7.69,0,0,0,0,15.38,0,0,15.38,0,0,0,7.69,0,0,0,0
5363,1,Sentiment140,#followfriday @jadpad since she's going to protect her updates very soon..so get in quick!;-) And @VeryShortStory gr8 bite size fiction! ,50.33,79.76,23.51,25.77,8.33,8.33,0,0,0,8.33,0,0,0,12.5,4.17,12.5,8.33,0,12.5,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,8.33,0,0,0,0,0,0
5364,1,Sentiment140,#FollowFriday @JamieGator @1MysteryGirl  @dmattpreston @JuanitaBerguson @rcul8r  &lt;--- Because they say nice things in their FF tweets ,64.39,98.19,1,97.58,15.79,10.53,0,0,0,0,10.53,5.26,0,5.26,0,0,5.26,0,5.26,5.26,0,0,5.26,0,0,0,0,21.05,0,0,0,5.26,0,0,0,0,0,0,0
5365,1,Sentiment140,#FollowFriday @JArmintrout is a genius writer who soon will have world-wide acclaim for her talent. Her books &amp; Tweets are a JOY to read! ,68.29,92.33,1,99,10.71,7.14,0,0,0,7.14,0,3.57,7.14,7.14,14.29,3.57,0,0,17.86,3.57,0,3.57,7.14,0,0,0,0,14.29,0,0,0,10.71,7.14,10.71,3.57,0,0,0,0
5366,1,Sentiment140,#followfriday @JasonBradbury @jamessilverlake @ryanblock @inkedmn @darenBBC - all wicked Tweeters ,93.26,79.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0
5367,1,Sentiment140,#followfriday @JenniferElaina Thanks for the shout out. His name is Ramses  Have a nice day,97.07,86.68,1,99,5.56,5.56,0,0,0,5.56,0,0,11.11,11.11,11.11,0,0,0,16.67,5.56,0,0,11.11,0,0,0,0,11.11,0,0,0,16.67,0,0,0,0,0,0,0
5368,1,Sentiment140,#followfriday @justjayde cuz she's nuts ,11.86,89.42,1,25.77,12.5,12.5,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0
5369,1,Sentiment140,"#followfriday @karyn_c @angela_woo @pineapplePD @kalodesigns @randiohdesigns @shanknits WHY FOLLOW? CUZ THEY'RE COOL CHICKS, LIKE MYSELF! ",66.46,69.14,3.37,96.76,5,5,5,0,0,0,0,0,0,5,5,5,5,0,10,5,5,5,5,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0
