Id,ItemID,Depressive,SentimentSource,SentimentText,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
2148,2149,1,Sentiment140, goodmorning tweeties..,5,93.26,97.69,1,25.77,1.25,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,2150,0,Sentiment140, goodnight everbody.. Hope I can fall asleep.. FML,11,57.84,3.48,2.4,99,1.83,27.27,54.55,18.18,9.09,9.09,9.09,0,0,0,0,0,0,0,9.09,0,0,0,9.09,9.09,0,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,18.18,9.09,9.09,9.09,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0
2150,2151,0,Sentiment140, goodnight...,4,93.26,50,1,25.77,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,2152,0,Sentiment140, got a headache,6,99,50,1,25.77,1.5,33.33,50,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,2153,0,Sentiment140, got earache and wants to go home,10,93.26,50,1,25.77,2.5,20,60,20,0,0,0,0,0,0,0,0,0,10,0,0,10,0,30,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,20,10,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2153,2154,0,Sentiment140, got first period for summer school.,9,98.87,50,98.01,25.77,2.25,11.11,66.67,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,0,11.11,0,11.11,0,0,33.33,0,0,33.33,11.11,0,0,0,0,0,0,0,0,0,0,0
2154,2155,0,Sentiment140, got my college interview in an hour  ,10,98.58,50,93.3,25.77,2.5,30,70,30,10,10,10,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,20,0,10,10,20,0,0,0,0,0,0,0,0,0,0,0
2155,2156,1,Sentiment140," got the best addon for twitter, IF YOU USE FIREFOX GET TwitterFOX",15,93.26,90.87,1,99,3.75,26.67,60,26.67,6.67,6.67,0,0,6.67,0,0,0,6.67,6.67,0,0,6.67,0,20,6.67,6.67,0,13.33,0,6.67,6.67,0,0,0,0,13.33,0,0,0,0,13.33,0,6.67,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,26.67,6.67,6.67,6.67,20,0,6.67,13.33,0,0,0,0,0,0,6.67,0,0,0,0,6.67,0,6.67,0,0,0
2156,2157,1,Sentiment140, gotta love those shoes -- Dora &amp; Manny can keep you on your toes with spanish! yo se que tienes un nuevo amor... thats selena.,27,66.94,96.78,1,99,4.5,7.41,51.85,25.93,14.81,7.41,0,0,7.41,0,0,7.41,0,7.41,7.41,0,0,0,11.11,0,0,0,7.41,0,7.41,7.41,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,7.41,0,0,0,3.7,3.7,0,0,0,0,0,11.11,3.7,3.7,0,3.7,0,0,0,0,0,0,0,7.41,0,7.41,0,0,0
2157,2158,0,Sentiment140, grace u suck! U know I know we know....,12,18.82,95.2,98.01,25.77,2.4,8.33,75,33.33,33.33,33.33,8.33,8.33,16.67,0,0,0,0,0,0,0,0,0,33.33,0,0,0,16.67,0,16.67,8.33,8.33,0,8.33,0,8.33,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,25,8.33,16.67,0,0,0
2158,2159,0,Sentiment140," Grandfather's sick, going to M*town to see him on Thursday.",14,99,92.33,52.86,1,3.5,21.43,71.43,28.57,7.14,7.14,0,0,0,7.14,0,0,0,21.43,0,0,0,0,14.29,7.14,0,0,14.29,0,7.14,0,7.14,0,0,0,14.29,7.14,0,0,14.29,0,0,0,0,0,0,0,7.14,7.14,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,7.14,7.14,28.57,7.14,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0
2159,2160,0,Sentiment140, grandma wont cut my hari! which is good AND bad. because she wont let me straiten it! so i am stuck with this gross curly mop of hair.,31,1.5,16.66,2.96,1,4.43,12.9,77.42,54.84,22.58,12.9,9.68,0,0,3.23,0,9.68,0,6.45,16.13,3.23,9.68,6.45,19.35,3.23,0,3.23,6.45,0,12.9,3.23,9.68,0,0,0,6.45,3.23,0,6.45,0,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,3.23,3.23,3.23,6.45,6.45,3.23,0,3.23,0,0,0,3.23,0,0,0,0,0,0,0,0,0
2160,2161,1,Sentiment140," great mood todayyyyyyyyy. Super excited for the game tonight, not so excited to be one year older (tomorrow).",21,87.62,31.71,89.63,99,4.2,28.57,85.71,28.57,0,0,0,0,0,0,0,0,4.76,9.52,4.76,4.76,4.76,4.76,4.76,23.81,4.76,0,14.29,0,23.81,19.05,0,0,0,0,4.76,0,0,0,0,4.76,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,23.81,4.76,4.76,0,14.29,0,0,9.52,9.52,23.81,0,0,23.81,0,4.76,0,0,0,0,0,0,0,0,0,0
2161,2162,0,Sentiment140," great, now i'm left out? Some best friends.",11,57.84,50,99,99,2.2,18.18,72.73,27.27,9.09,9.09,9.09,0,0,0,0,0,0,9.09,9.09,9.09,0,0,18.18,18.18,9.09,0,18.18,9.09,18.18,18.18,0,0,0,0,9.09,0,9.09,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,9.09,9.09,18.18,0,9.09,18.18,0,27.27,0,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0
2162,2163,1,Sentiment140, group shot from prom: http://bit.ly/13BGD9,13,97.95,93.79,1,25.77,3.25,7.69,38.46,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,23.08,15.38,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0
2163,2164,0,Sentiment140, guess i don't live #inaperfectworld,8,11.86,1,7.84,25.77,2,25,50,25,12.5,12.5,12.5,0,0,0,0,0,0,0,12.5,0,0,12.5,37.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,2165,0,Sentiment140, GUESS WHAT!!?? JONAS CD 'LVATT' comes out This Friday here in Australia... That's The Day I leave for my trip ,23,71.39,19.23,99,25.77,3.83,8.7,73.91,43.48,21.74,8.7,8.7,0,0,0,0,13.04,4.35,13.04,4.35,4.35,0,0,17.39,0,0,4.35,8.7,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.39,0,30.43,13.04,8.7,8.7,0,4.35,0,0,0,0,0,0,0,0,0,0
2165,2166,1,Sentiment140, guitar in a weeeeek,7,99,50,13.15,25.77,1.75,28.57,42.86,28.57,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0
2166,2167,0,Sentiment140, gutted that i'm missing it,8,1.92,10.58,7.84,1,2,25,50,37.5,37.5,12.5,12.5,0,0,0,0,25,0,0,12.5,0,0,0,25,0,0,0,25,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,2168,0,Sentiment140," guys... the mouse isn't a hallucination. He's a real, fuzzy, whiskery thing. How do i get rid of it without killing it?",25,30.73,11.52,1.59,1,3.57,20,72,52,20,8,4,0,0,4,0,12,12,8,12,4,4,8,16,0,0,4,8,0,4,0,4,0,4,0,8,0,4,0,8,16,0,4,0,4,0,8,8,0,0,4,4,0,4,0,0,4,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2168,2169,0,Sentiment140, H&amp;M dress don't fit... It was really cute (n cheap) too ... The cheap part is what  breaks my heart...,24,18.82,10.58,7.84,92.4,4,4.17,62.5,37.5,12.5,4.17,4.17,0,0,0,0,8.33,4.17,0,12.5,8.33,0,4.17,12.5,4.17,0,4.17,8.33,4.17,4.17,4.17,0,0,0,0,0,0,0,0,0,4.17,0,0,0,0,0,4.17,0,0,0,0,4.17,4.17,0,0,0,8.33,0,0,8.33,0,0,4.17,8.33,0,4.17,0,4.17,0,0,0,0,8.33,0,0,0,0,0,0,0,0
2169,2170,1,Sentiment140, Ha I love you too betch.,9,18.82,98.62,4.97,99,2.25,11.11,55.56,33.33,22.22,22.22,11.11,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,22.22,0,22.22,22.22,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0
2170,2171,0,Sentiment140, had a blood test today!!,8,93.26,50,7.84,25.77,2,12.5,62.5,25,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0
2171,2172,1,Sentiment140,- had a great time at the 'block party' - so did mackenzie ,14,83.81,76.25,13.15,99,3.5,14.29,64.29,42.86,0,0,0,0,0,0,0,0,14.29,7.14,14.29,7.14,7.14,0,14.29,7.14,0,0,14.29,0,14.29,14.29,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,7.14,0,14.29,0,0,14.29,0,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0
2172,2173,0,Sentiment140, had a not so good day. . . but I have faith,13,3.62,1,94.81,99,2.6,7.69,76.92,53.85,7.69,7.69,7.69,0,0,0,0,0,7.69,0,15.38,7.69,15.38,7.69,15.38,0,0,0,15.38,0,15.38,15.38,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,7.69,7.69,0,7.69,0,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0
2173,2174,1,Sentiment140," Had a really fun afternoon, and probably have a wicked sunburn xP It was so worth it. Nick left a few minutes ago. Surfing the web ",29,50.74,36.51,47.93,25.77,4.83,20.69,79.31,44.83,6.9,0,0,0,0,0,0,6.9,13.79,0,10.34,10.34,6.9,0,17.24,10.34,0,0,6.9,3.45,6.9,3.45,3.45,0,3.45,0,0,0,0,0,0,6.9,0,0,0,3.45,0,3.45,0,0,0,0,3.45,0,3.45,0,0,0,0,0,0,0,0,13.79,3.45,0,17.24,3.45,3.45,10.34,0,6.9,0,3.45,0,0,0,0,0,0,0,0
2174,2175,0,Sentiment140, had to go into work today grr how 1982... then i came home and had to build furniture !!!1 at least I got a nice new chair ,30,78.3,25.24,93.3,25.77,6,6.67,76.67,40,6.67,6.67,6.67,0,0,0,0,0,3.33,13.33,6.67,3.33,10,0,16.67,10,3.33,3.33,13.33,3.33,6.67,3.33,3.33,0,3.33,0,0,0,0,0,0,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,3.33,0,3.33,0,13.33,10,3.33,23.33,6.67,6.67,10,3.33,0,6.67,0,0,0,0,0,0,0,0,0
2175,2176,0,Sentiment140, Had to take comp inside as the baterry died...sadface,13,99,50,1.4,25.77,3.25,23.08,53.85,38.46,0,0,0,0,0,0,0,0,7.69,23.08,7.69,0,7.69,0,23.08,7.69,7.69,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,15.38,7.69,0,7.69,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0
2176,2177,0,Sentiment140," Had to work today. 1 hour down, 6 to go.",13,99,50,94.81,25.77,2.6,7.69,61.54,30.77,0,0,0,0,0,0,0,0,0,23.08,7.69,0,0,0,15.38,0,0,0,30.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,7.69,0,0,7.69,23.08,0,30.77,7.69,7.69,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0
2177,2178,1,Sentiment140, haha dating the enemy!,7,99,99,13.15,25.77,1.75,14.29,57.14,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,28.57,0,28.57,14.29,14.29,0,14.29,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0
2178,2179,0,Sentiment140, Im so weak right now...i thought i had finally found my happy ending...,17,1,1,99,25.77,4.25,17.65,82.35,47.06,23.53,23.53,23.53,0,0,0,0,0,0,0,11.76,17.65,5.88,0,23.53,11.76,0,0,11.76,0,11.76,5.88,5.88,0,0,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,5.88,0,0,5.88,0,0,11.76,11.76,0,23.53,0,5.88,17.65,0,0,0,0,0,0,0,0,0,0,0,0
2179,2180,0,Sentiment140, i'm soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! &gt;.&lt; help me!,25,21.49,11.52,69.14,25.77,4.17,12,76,48,16,16,16,0,0,0,0,0,0,12,16,8,4,0,20,8,0,0,8,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,4,0,0,4,4,0,4,0,0,4,4,0,4,0,0,0,16,4,8,4,0,4,4,0,0,0,0,0,8,0,8,0,0,0
2180,2181,0,Sentiment140, im sorry. Both of you.,8,38.6,89.42,74.76,1,1.6,12.5,62.5,37.5,25,25,12.5,0,12.5,0,0,0,0,12.5,12.5,0,0,0,12.5,12.5,0,0,25,12.5,12.5,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,2182,0,Sentiment140, im sowwy but its not like cali is any better either i just got a call from one of the exs chicks and random txts  ugh!,29,69.54,8.4,26.55,25.77,7.25,3.45,79.31,44.83,10.34,6.9,6.9,0,0,0,0,3.45,6.9,10.34,6.9,3.45,6.9,3.45,10.34,10.34,10.34,0,10.34,6.9,6.9,3.45,3.45,0,0,0,6.9,0,0,3.45,0,17.24,0,0,0,6.9,0,10.34,0,0,0,0,0,0,0,0,0,10.34,3.45,3.45,0,6.9,0,3.45,6.9,0,0,0,0,0,0,0,0,0,0,0,6.9,0,3.45,0,3.45,0
2182,2183,0,Sentiment140, I'm speechless in a weird way,9,93.26,13.32,98.01,1,2.25,22.22,66.67,33.33,11.11,11.11,11.11,0,0,0,0,0,11.11,11.11,11.11,0,0,0,11.11,11.11,0,0,22.22,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,2184,0,Sentiment140, I'm still tired. I think I'll make some coffee. Hopefully it'll keep me up. z.z,19,2.97,1.81,96.09,97.58,2.71,10.53,73.68,42.11,26.32,21.05,21.05,0,0,0,0,5.26,0,5.26,15.79,10.53,0,0,31.58,5.26,0,0,10.53,5.26,5.26,5.26,0,0,0,0,0,0,0,0,0,21.05,5.26,5.26,5.26,10.53,0,0,0,0,0,0,10.53,0,5.26,0,5.26,5.26,0,0,5.26,0,0,0,21.05,15.79,10.53,0,5.26,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0
2184,2185,0,Sentiment140, I'm stuck in San Clemente and I have work in an hour and 15 minutes. Efffffff,19,64.39,14.62,99,25.77,3.8,21.05,63.16,42.11,10.53,10.53,10.53,0,0,0,0,0,5.26,10.53,10.53,0,10.53,0,15.79,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,5.26,15.79,0,26.32,0,15.79,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0
2185,2186,0,Sentiment140, I'm terrified of spiders and never realized it until tonight.,13,10.57,6.21,99,1,3.25,38.46,69.23,46.15,15.38,7.69,7.69,0,0,0,0,7.69,0,15.38,7.69,7.69,15.38,7.69,15.38,7.69,0,0,15.38,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,15.38,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,7.69,23.08,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0
2186,2187,0,Sentiment140, I'm thinking about the Air France plane and all the passengers on it. ,16,85.32,26.6,74.76,25.77,4,18.75,62.5,43.75,12.5,6.25,6.25,0,0,0,0,6.25,12.5,12.5,6.25,6.25,6.25,0,12.5,0,0,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,2188,0,Sentiment140, im tired and i miss my gf,10,1.92,2.31,93.3,1,2.5,10,70,40,30,30,30,0,0,0,0,0,0,0,10,0,10,0,20,10,0,0,20,0,10,0,10,0,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0
2188,2189,0,Sentiment140," i'm tired of feeling so lonely, so easily.",11,4.01,18.16,31.94,25.77,2.75,18.18,72.73,36.36,9.09,9.09,9.09,0,0,0,0,0,0,9.09,9.09,18.18,18.18,0,18.18,9.09,0,0,18.18,0,18.18,9.09,9.09,0,0,9.09,0,0,0,0,0,9.09,9.09,0,0,0,0,0,9.09,0,0,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,2190,0,Sentiment140, I'm to fucking curious ,7,68.29,1,89.63,1,1.75,42.86,57.14,28.57,14.29,14.29,14.29,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,14.29,0,0,28.57,0,14.29,0,14.29,0,14.29,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0
2190,2191,0,Sentiment140, I'm too scared to go on holiday these days:  http://tinyurl.com/lkgtac Nightmare after nightmare of plane crashes. Sadface.,24,93.26,33.83,48.89,1,4.8,29.17,58.33,29.17,8.33,4.17,4.17,0,0,0,0,4.17,0,16.67,4.17,4.17,0,0,8.33,8.33,4.17,0,8.33,0,12.5,0,12.5,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,16.67,4.17,4.17,8.33,0,4.17,0,0,0,0,4.17,0,4.17,0,0,0
2191,2192,1,Sentiment140, I'm trying to build a little momentum,10,93.26,15.86,93.3,25.77,2.5,20,60,30,10,10,10,0,0,0,0,0,10,10,10,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,0,20,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2192,2193,0,Sentiment140," I'm trying to do my FTV assignment. I REALLY suck at written pieces, I have no idea on how to structure everything -.-",25,21.49,1,96.63,1,5,20,80,56,20,16,16,0,0,0,0,4,0,16,12,8,4,4,24,0,0,4,8,4,4,0,4,0,4,0,4,0,0,0,0,20,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,16,0,8,0,8,0,8,0,0,0,0,0,4,4,0,0,0,0
2193,2194,1,Sentiment140, I'm up. sleeping is over rated.,9,75.9,13.32,98.01,25.77,1.8,22.22,55.56,44.44,11.11,11.11,11.11,0,0,0,0,0,0,22.22,22.22,0,0,0,33.33,11.11,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,22.22,0,0,22.22,0,0,0,22.22,0,22.22,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,2195,0,Sentiment140, I'm very sad I lost another friend. R.I.P. Kenneth Lee I luv u I miss u,21,2.86,31.71,68.01,1,3.5,14.29,71.43,42.86,38.1,33.33,23.81,0,9.52,0,0,4.76,0,0,4.76,4.76,0,0,14.29,4.76,0,0,9.52,4.76,19.05,4.76,14.29,0,0,14.29,9.52,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,9.52,4.76,0,0,0,4.76,9.52,0,0,0,0,0,0,0,0,0,0,0,19.05,0,19.05,0,0,0
2195,2196,0,Sentiment140, Im watching vids of Enter Shikari wanting to go to their signing 2morow. might just go on my own and sit oustide hmv all day like a hobo,31,89.71,37.35,60.4,25.77,6.2,19.35,70.97,38.71,9.68,9.68,6.45,0,0,0,3.23,0,3.23,16.13,6.45,3.23,3.23,0,25.81,0,3.23,0,6.45,3.23,0,0,0,0,0,0,3.23,0,0,0,0,9.68,0,0,3.23,3.23,3.23,0,3.23,3.23,0,0,0,0,0,0,0,3.23,0,0,3.23,0,0,0,16.13,3.23,19.35,9.68,6.45,3.23,0,0,0,0,0,0,3.23,0,3.23,0,3.23,0
2196,2197,0,Sentiment140, in a house with no furniture waitin 4 ikea 2 save me i think it wud hav bin easier 2 pick my last house up n carry it here than this move,35,81.17,7.67,89.63,98.56,8.75,5.71,65.71,37.14,17.14,8.57,8.57,0,0,0,0,8.57,2.86,11.43,0,2.86,0,2.86,14.29,5.71,5.71,0,14.29,0,5.71,5.71,0,0,0,0,0,0,0,0,0,8.57,2.86,2.86,0,0,0,2.86,0,0,0,0,0,0,0,0,0,2.86,0,0,2.86,0,0,0,14.29,0,14.29,5.71,5.71,2.86,0,0,8.57,0,0,0,0,0,0,0,0,0
2197,2198,0,Sentiment140, in n out closed the door in my face... but its ok... sum chick offered to buy my food... YAY FREE IN N OUT,27,98.87,35.54,99,99,3.86,7.41,77.78,40.74,11.11,7.41,7.41,0,0,0,0,3.7,3.7,22.22,0,0,3.7,0,0,3.7,0,0,7.41,0,11.11,11.11,0,0,0,0,7.41,0,0,3.7,0,3.7,0,0,0,0,0,3.7,0,0,0,0,7.41,3.7,0,0,3.7,0,0,0,0,0,0,0,0,0,25.93,0,25.93,0,0,0,3.7,7.41,0,0,7.41,0,0,7.41,0,0
2198,2199,0,Sentiment140, in new jerz....I'm so emotionally split...lmfao...I'm odeeeee hype ....aaaaoooowwwww. but I want my beezo and Mis Nina!!!!,23,9.72,1,98.89,93.61,4.6,17.39,52.17,34.78,17.39,17.39,17.39,0,0,0,0,0,0,4.35,8.7,4.35,13.04,0,13.04,4.35,0,0,8.7,0,4.35,4.35,0,0,0,0,0,0,0,0,0,13.04,0,0,4.35,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,13.04,0,8.7,4.35,0,0,0,0,0,0,4.35,4.35,4.35,0,0,0
2199,2200,0,Sentiment140, in pain.....argh,6,99,50,23.51,1,1.5,16.67,50,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,33.33,0,33.33,0,33.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,2201,0,Sentiment140, in the good old visa wavier system you filled in a green card on the plane - now its a web page in advance and it costs Â£40 Progress?,32,98.41,73.4,74.76,81.93,8,9.38,65.62,40.62,9.38,3.12,0,0,3.12,0,0,6.25,12.5,12.5,0,3.12,3.12,0,0,3.12,0,0,9.38,0,3.12,3.12,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,3.12,3.12,0,0,0,0,0,0,0,9.38,0,6.25,0,6.25,0,0,3.12,0,25,3.12,15.62,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0
2201,2202,1,Sentiment140, in the words of marv albert &quot;YES!!&quot; There is a god! Now time to play it cool.  We got 3 hrs.,26,93.26,77.92,5.76,99,4.33,3.85,61.54,38.46,7.69,3.85,0,3.85,0,0,0,3.85,7.69,11.54,3.85,7.69,0,0,7.69,3.85,0,0,11.54,0,7.69,7.69,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,3.85,0,0,0,0,0,11.54,3.85,0,3.85,3.85,0,3.85,7.69,0,11.54,0,3.85,7.69,0,3.85,0,0,3.85,0,7.69,0,0,7.69,0,0
2202,2203,0,Sentiment140," internet still down, silly AOL in newcastle atm waitin 4 abi 2 finish her exam",18,93.26,71.09,23.51,98.27,4.5,16.67,44.44,22.22,5.56,5.56,0,0,0,5.56,0,0,0,11.11,0,5.56,0,0,5.56,5.56,0,0,22.22,0,5.56,5.56,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,22.22,0,11.11,11.11,5.56,0,0,5.56,0,0,5.56,0,5.56,0,0,0
